layer,task,epoch,overlap_ratio,current_dead,historical_dead,intersection
conv1,2,7,0.6666666666666666,4,3,2
layer4,2,7,1.0,189,371,189
conv1,2,8,1.0,5,5,5
layer4,2,8,1.0,206,371,206
conv1,2,9,1.0,5,5,5
layer4,2,9,1.0,162,371,162
conv1,3,1,1.0,3,3,3
layer4,3,1,1.0,166,258,166
conv1,3,2,1.0,3,3,3
layer4,3,2,0.9841269841269841,189,258,186
conv1,3,3,1.0,4,3,3
layer4,3,3,1.0,176,261,176
conv1,3,4,1.0,7,4,4
layer4,3,4,1.0,92,261,92
conv1,3,5,1.0,3,7,3
layer4,3,5,1.0,66,261,66
conv1,3,6,1.0,7,7,7
layer4,3,6,1.0,56,261,56
conv1,3,7,1.0,6,7,6
layer4,3,7,1.0,48,261,48
conv1,3,8,1.0,7,7,7
layer4,3,8,1.0,23,261,23
conv1,3,9,1.0,7,7,7
layer4,3,9,1.0,62,261,62
conv1,4,1,1.0,3,3,3
layer4,4,1,0.9743589743589743,206,195,190
conv1,4,2,1.0,4,3,3
layer4,4,2,0.975,200,211,195
conv1,4,3,0.6666666666666666,3,4,2
layer4,4,3,1.0,170,216,170
conv1,4,4,0.8,5,5,4
layer4,4,4,1.0,65,216,65
conv1,4,5,1.0,5,6,5
layer4,4,5,1.0,145,216,145
conv1,4,6,1.0,5,6,5
layer4,4,6,0.9875,160,216,158
conv1,4,7,1.0,4,6,4
layer4,4,7,0.9770114942528736,174,218,170
conv1,4,8,1.0,5,6,5
layer4,4,8,0.9887005649717514,177,222,175
conv1,4,9,1.0,5,6,5
layer4,4,9,1.0,159,224,159
layer4,1,1,0.8536585365853658,41,70,35
conv1,1,2,1.0,4,2,2
layer4,1,2,1.0,24,76,24
conv1,1,3,1.0,2,4,2
layer4,1,3,1.0,29,76,29
conv1,1,4,0.75,4,4,3
layer4,1,4,0.9534883720930233,43,76,41
conv1,1,5,1.0,4,5,4
layer4,1,5,1.0,28,78,28
conv1,1,6,1.0,4,5,4
layer4,1,6,1.0,24,78,24
conv1,1,7,0.8,5,5,4
layer4,1,7,0.86,50,78,43
conv1,1,8,0.8333333333333334,7,6,5
layer4,1,8,1.0,32,85,32
conv1,1,9,1.0,6,8,6
layer4,1,9,1.0,37,85,37
conv1,2,1,1.0,1,1,1
layer4,2,1,0.9047619047619048,63,64,57
conv1,2,2,1.0,1,1,1
layer4,2,2,1.0,2,70,2
conv1,2,3,1.0,1,1,1
layer4,2,3,1.0,9,70,9
conv1,2,4,1.0,1,1,1
layer4,2,4,0.9666666666666667,60,70,58
conv1,2,5,1.0,1,1,1
layer4,2,5,0.9193548387096774,62,72,57
conv1,2,6,1.0,1,1,1
layer4,2,6,0.987012987012987,100,77,76
conv1,2,7,1.0,1,1,1
layer4,2,7,1.0,57,101,57
conv1,2,8,1.0,1,1,1
layer4,2,8,1.0,62,101,62
conv1,2,9,1.0,1,1,1
layer4,2,9,1.0,23,101,23
conv1,3,1,1.0,1,1,1
layer4,3,1,1.0,27,58,27
conv1,3,2,1.0,1,1,1
layer4,3,2,1.0,13,58,13
conv1,3,3,1.0,1,1,1
layer4,3,3,0.9310344827586207,69,58,54
conv1,3,4,1.0,1,1,1
layer4,3,4,1.0,46,73,46
conv1,3,5,1.0,1,1,1
layer4,3,5,0.9795918367346939,49,73,48
conv1,3,6,1.0,1,1,1
layer4,3,6,1.0,36,74,36
conv1,3,7,1.0,1,1,1
layer4,3,7,0.9428571428571428,70,74,66
conv1,3,8,1.0,1,1,1
layer4,3,8,1.0,45,78,45
conv1,3,9,1.0,1,1,1
layer4,3,9,0.9824561403508771,57,78,56
conv1,4,1,1.0,1,2,1
layer4,4,1,0.9761904761904762,47,42,41
conv1,4,2,1.0,1,2,1
layer4,4,2,1.0,19,48,19
conv1,4,3,1.0,1,2,1
layer4,4,3,1.0,42,48,42
conv1,4,4,1.0,2,2,2
layer4,4,4,0.9583333333333334,49,48,46
conv1,4,5,1.0,1,2,1
layer4,4,5,1.0,25,51,25
conv1,4,6,1.0,1,2,1
layer4,4,6,0.9803921568627451,58,51,50
conv1,4,7,1.0,1,2,1
layer4,4,7,1.0,47,59,47
conv1,4,8,1.0,1,2,1
layer4,4,8,1.0,45,59,45
conv1,4,9,1.0,1,2,1
layer4,4,9,1.0,45,59,45
layer4,1,1,0.6666666666666666,3,15,2
layer4,1,2,1.0,310,16,16
layer4,1,3,0.9821428571428571,224,310,220
layer4,1,4,0.937037037037037,270,314,253
layer4,1,5,1.0,26,331,26
layer4,1,6,0.9788519637462235,378,331,324
layer4,1,7,1.0,25,385,25
layer4,1,8,1.0,30,385,30
layer4,1,9,1.0,21,385,21
conv1,2,1,1.0,2,2,2
layer4,2,1,0.9748427672955975,342,318,310
conv1,2,2,1.0,2,2,2
layer4,2,2,0.9845679012345679,324,350,319
conv1,2,3,1.0,2,2,2
layer4,2,3,1.0,120,355,120
conv1,2,4,1.0,2,2,2
layer4,2,4,1.0,225,355,225
conv1,2,5,1.0,3,2,2
layer4,2,5,0.9525222551928784,337,355,321
conv1,2,6,1.0,3,3,3
layer4,2,6,1.0,263,371,263
conv1,2,7,0.6666666666666666,4,3,2
layer4,2,7,1.0,189,371,189
conv1,2,8,1.0,5,5,5
layer4,2,8,1.0,206,371,206
conv1,2,9,1.0,5,5,5
layer4,2,9,1.0,162,371,162
conv1,3,1,1.0,6,6,6
layer4,3,1,1.0,145,245,145
conv1,3,2,1.0,6,6,6
layer4,3,2,0.968421052631579,190,245,184
conv1,3,3,1.0,7,6,6
layer4,3,3,0.9322709163346613,264,251,234
conv1,3,4,1.0,8,7,7
layer4,3,4,1.0,119,281,119
conv1,3,5,1.0,9,8,8
layer4,3,5,1.0,134,281,134
conv1,3,6,1.0,10,9,9
layer4,3,6,1.0,140,281,140
conv1,3,7,1.0,9,10,9
layer4,3,7,1.0,142,281,142
conv1,3,8,1.0,11,10,10
layer4,3,8,1.0,137,281,137
conv1,3,9,1.0,10,11,10
layer4,3,9,1.0,76,281,76
conv1,4,1,1.0,13,13,13
layer4,4,1,0.9941176470588236,235,170,169
conv1,4,2,1.0,13,13,13
layer4,4,2,0.9852941176470589,204,236,201
conv1,4,3,1.0,12,13,12
layer4,4,3,0.961352657004831,207,239,199
conv1,4,4,1.0,12,13,12
layer4,4,4,1.0,89,247,89
conv1,4,5,1.0,13,13,13
layer4,4,5,0.9352226720647774,254,247,231
conv1,4,6,1.0,14,13,13
layer4,4,6,1.0,204,270,204
conv1,4,7,0.9230769230769231,13,14,12
layer4,4,7,0.9955156950672646,223,270,222
conv1,4,8,1.0,16,15,15
layer4,4,8,1.0,136,271,136
conv1,4,9,1.0,14,16,14
layer4,4,9,1.0,172,271,172
layer4,1,1,0.8536585365853658,41,70,35
conv1,1,2,1.0,4,2,2
layer4,1,2,1.0,24,76,24
conv1,1,3,1.0,2,4,2
layer4,1,3,1.0,29,76,29
conv1,1,4,0.75,4,4,3
layer4,1,4,0.9534883720930233,43,76,41
conv1,1,5,1.0,4,5,4
layer4,1,5,1.0,28,78,28
conv1,1,6,1.0,4,5,4
layer4,1,6,1.0,24,78,24
conv1,1,7,0.8,5,5,4
layer4,1,7,0.86,50,78,43
conv1,1,8,0.8333333333333334,7,6,5
layer4,1,8,1.0,32,85,32
conv1,1,9,1.0,6,8,6
layer4,1,9,1.0,37,85,37
conv1,2,1,1.0,8,8,8
layer4,2,1,0.9636363636363636,55,64,53
conv1,2,2,1.0,8,8,8
layer4,2,2,1.0,2,66,2
conv1,2,3,1.0,8,8,8
layer4,2,3,1.0,2,66,2
conv1,2,4,1.0,8,8,8
layer4,2,4,0.9333333333333333,60,66,56
conv1,2,5,1.0,8,8,8
layer4,2,5,0.9180327868852459,61,70,56
conv1,2,6,1.0,8,8,8
layer4,2,6,0.9866666666666667,98,75,74
conv1,2,7,1.0,8,8,8
layer4,2,7,1.0,51,99,51
conv1,2,8,1.0,8,8,8
layer4,2,8,1.0,64,99,64
conv1,2,9,1.0,8,8,8
layer4,2,9,1.0,25,99,25
conv1,3,1,1.0,8,8,8
conv1,3,2,1.0,8,8,8
conv1,3,3,1.0,8,8,8
layer4,3,3,0.875,8,18,7
conv1,3,4,1.0,8,8,8
conv1,3,5,1.0,8,8,8
layer4,3,5,1.0,4,19,4
conv1,3,6,1.0,8,8,8
conv1,3,7,1.0,8,8,8
layer4,3,7,0.7142857142857143,7,19,5
conv1,3,8,1.0,8,8,8
layer4,3,8,1.0,2,21,2
conv1,3,9,1.0,8,8,8
layer4,3,9,1.0,2,21,2
conv1,4,1,1.0,8,8,8
layer4,4,1,1.0,50,41,41
conv1,4,2,1.0,8,8,8
layer4,4,2,1.0,17,50,17
conv1,4,3,1.0,8,8,8
layer4,4,3,1.0,40,50,40
conv1,4,4,1.0,8,8,8
layer4,4,4,0.96,51,50,48
conv1,4,5,1.0,8,8,8
layer4,4,5,1.0,15,53,15
conv1,4,6,1.0,8,8,8
layer4,4,6,0.9782608695652174,46,53,45
conv1,4,7,1.0,8,8,8
layer4,4,7,0.98,50,54,49
conv1,4,8,1.0,8,8,8
layer4,4,8,1.0,36,55,36
conv1,4,9,1.0,8,8,8
layer4,4,9,0.9777777777777777,45,55,44
conv1,0,1,0.6666666666666666,6,3,2
layer4,0,1,1.0,268,76,76
conv1,0,2,0.8333333333333334,6,7,5
layer4,0,2,0.9776119402985075,350,268,262
conv1,0,3,0.625,9,8,5
layer4,0,3,0.9803370786516854,397,356,349
conv1,0,4,1.0,6,12,6
layer4,0,4,0.9935064935064936,308,404,306
conv1,0,5,0.75,4,12,3
layer4,0,5,0.9944444444444445,180,406,179
conv1,0,6,1.0,2,13,2
layer4,0,6,1.0,282,407,282
conv1,0,7,0.75,4,13,3
layer4,0,7,1.0,71,407,71
conv1,0,8,1.0,5,14,5
conv1,0,9,0.875,8,14,7
layer4,0,9,1.0,4,407,4
conv1,1,1,0.8,10,15,8
layer4,1,1,0.9883720930232558,258,394,255
conv1,1,2,0.5,10,17,5
layer4,1,2,0.9924433249370277,472,397,394
conv1,1,3,0.7692307692307693,13,22,10
layer4,1,3,1.0,434,475,434
conv1,1,4,0.75,16,25,12
layer4,1,4,0.9956521739130435,460,475,458
conv1,1,5,0.9090909090909091,11,29,10
layer4,1,5,0.989517819706499,480,477,472
conv1,1,6,0.8421052631578947,19,30,16
layer4,1,6,0.9958419958419958,481,485,479
conv1,1,7,1.0,19,33,19
layer4,1,7,1.0,336,487,336
conv1,1,8,0.9629629629629629,27,33,26
layer4,1,8,1.0,242,487,242
conv1,1,9,0.9230769230769231,13,34,12
layer4,1,9,1.0,415,487,415
conv1,2,1,1.0,3,6,3
layer4,2,1,0.9972451790633609,363,434,362
conv1,2,2,1.0,2,6,2
layer4,2,2,1.0,352,435,352
conv1,2,3,1.0,3,6,3
layer4,2,3,1.0,379,435,379
conv1,2,4,0.6666666666666666,3,6,2
layer4,2,4,1.0,394,435,394
conv1,2,5,0.6,5,7,3
layer4,2,5,1.0,317,435,317
conv1,2,6,1.0,3,9,3
layer4,2,6,1.0,346,435,346
conv1,2,7,0.6666666666666666,6,9,4
layer4,2,7,1.0,330,435,330
conv1,2,8,0.7142857142857143,7,11,5
layer4,2,8,1.0,303,435,303
conv1,2,9,0.8571428571428571,7,13,6
layer4,2,9,1.0,264,435,264
conv1,3,1,1.0,4,5,4
layer4,3,1,1.0,375,296,296
conv1,3,2,0.8,5,5,4
layer4,3,2,1.0,318,375,318
conv1,3,3,1.0,4,6,4
layer4,3,3,1.0,330,375,330
conv1,3,4,0.8,5,6,4
layer4,3,4,1.0,304,375,304
conv1,3,5,0.8571428571428571,8,7,6
layer4,3,5,0.9752747252747253,364,375,355
conv1,3,6,0.8571428571428571,7,9,6
layer4,3,6,1.0,278,384,278
conv1,3,7,1.0,9,10,9
layer4,3,7,0.9944444444444445,360,384,358
conv1,3,8,1.0,8,10,8
layer4,3,8,1.0,221,386,221
conv1,3,9,1.0,8,10,8
layer4,3,9,1.0,330,386,330
conv1,4,1,0.6666666666666666,3,3,2
layer4,4,1,1.0,312,349,312
conv1,4,2,1.0,4,4,4
layer4,4,2,1.0,295,349,295
conv1,4,3,1.0,4,4,4
layer4,4,3,1.0,255,349,255
conv1,4,4,1.0,3,4,3
layer4,4,4,1.0,286,349,286
conv1,4,5,1.0,3,4,3
layer4,4,5,1.0,299,349,299
conv1,4,6,1.0,5,4,4
layer4,4,6,1.0,287,349,287
conv1,4,7,1.0,6,5,5
layer4,4,7,1.0,297,349,297
conv1,4,8,0.8333333333333334,7,6,5
layer4,4,8,1.0,285,349,285
conv1,4,9,0.8333333333333334,6,8,5
layer4,4,9,1.0,238,349,238
conv1,0,1,1.0,7,1,1
layer4,0,1,1.0,1,1,1
conv1,0,2,0.8571428571428571,10,7,6
layer4,0,2,1.0,7,1,1
conv1,0,3,0.9,10,11,9
layer4,0,3,0.75,4,7,3
conv1,0,4,0.8,10,12,8
conv1,0,5,0.6,10,14,6
conv1,0,6,0.6666666666666666,21,18,12
conv1,0,7,0.7391304347826086,23,27,17
layer4,0,7,0.0,1,8,0
conv1,0,8,0.8148148148148148,27,33,22
layer4,0,8,0.5,2,9,1
conv1,0,9,0.8620689655172413,29,38,25
conv1,1,1,1.0,6,5,5
conv1,1,2,1.0,3,6,3
conv1,1,3,0.8,5,6,4
conv1,1,4,0.8333333333333334,6,7,5
conv1,1,5,1.0,2,8,2
conv1,1,6,1.0,1,8,1
conv1,1,7,1.0,4,8,4
conv1,1,8,0.5,6,8,3
conv1,1,9,1.0,6,11,6
conv1,2,0,0.5,4,11,2
conv1,2,1,0.5,6,13,3
layer4,2,1,0.9393939393939394,67,33,31
conv1,2,2,0.75,4,16,3
layer4,2,2,1.0,32,69,32
conv1,2,3,1.0,6,17,6
layer4,2,3,1.0,25,69,25
conv1,2,4,0.5,6,17,3
layer4,2,4,0.8032786885245902,61,69,49
conv1,2,5,0.75,8,20,6
layer4,2,5,0.8904109589041096,73,81,65
conv1,2,6,0.7,10,22,7
layer4,2,6,0.935064935064935,77,89,72
conv1,2,7,0.8666666666666667,15,25,13
layer4,2,7,1.0,48,94,48
conv1,2,8,0.7368421052631579,19,27,14
layer4,2,8,0.9117647058823529,68,94,62
conv1,2,9,0.9444444444444444,18,32,17
layer4,2,9,1.0,34,100,34
conv1,3,1,1.0,2,3,2
layer4,3,1,1.0,26,49,26
conv1,3,2,1.0,2,3,2
layer4,3,2,0.9714285714285714,35,49,34
conv1,3,3,1.0,1,3,1
layer4,3,3,0.92,55,50,46
conv1,3,4,1.0,2,3,2
layer4,3,4,1.0,26,59,26
conv1,3,5,0.6666666666666666,3,3,2
layer4,3,5,1.0,31,59,31
conv1,3,6,1.0,3,4,3
layer4,3,6,1.0,33,59,33
conv1,3,7,1.0,2,4,2
layer4,3,7,1.0,45,59,45
conv1,3,8,1.0,2,4,2
layer4,3,8,0.9736842105263158,38,59,37
conv1,3,9,1.0,1,4,1
layer4,3,9,1.0,37,60,37
conv1,4,1,1.0,1,7,1
layer4,4,1,0.9629629629629629,27,58,26
conv1,4,2,1.0,1,7,1
layer4,4,2,1.0,24,59,24
conv1,4,3,1.0,1,7,1
layer4,4,3,1.0,25,59,25
conv1,4,4,1.0,2,7,2
layer4,4,4,0.9782608695652174,46,59,45
conv1,4,5,1.0,1,7,1
layer4,4,5,1.0,30,60,30
conv1,4,6,1.0,2,7,2
layer4,4,6,1.0,30,60,30
conv1,4,7,1.0,1,7,1
layer4,4,7,1.0,34,60,34
conv1,4,8,1.0,2,7,2
layer4,4,8,0.9487179487179487,39,60,37
conv1,4,9,1.0,1,7,1
layer4,4,9,0.9767441860465116,43,62,42
conv1,0,1,0.6666666666666666,6,3,2
layer4,0,1,1.0,268,76,76
conv1,0,2,0.8333333333333334,6,7,5
layer4,0,2,0.9776119402985075,350,268,262
conv1,0,3,0.625,9,8,5
layer4,0,3,0.9803370786516854,397,356,349
conv1,0,4,1.0,6,12,6
layer4,0,4,0.9935064935064936,308,404,306
conv1,0,5,0.75,4,12,3
layer4,0,5,0.9944444444444445,180,406,179
conv1,0,6,1.0,2,13,2
layer4,0,6,1.0,282,407,282
conv1,0,7,0.75,4,13,3
layer4,0,7,1.0,71,407,71
conv1,0,8,1.0,5,14,5
conv1,0,9,0.875,8,14,7
layer4,0,9,1.0,4,407,4
conv1,1,1,0.9523809523809523,21,23,20
layer4,1,1,0.9977272727272727,473,440,439
conv1,1,2,0.8695652173913043,23,24,20
layer4,1,2,0.9977477477477478,444,474,443
conv1,1,3,0.96,25,27,24
layer4,1,3,0.9955257270693513,447,475,445
conv1,1,4,0.8571428571428571,28,28,24
layer4,1,4,0.9914163090128756,466,477,462
conv1,1,5,1.0,28,32,28
layer4,1,5,1.0,276,481,276
conv1,1,6,1.0,27,32,27
layer4,1,6,1.0,202,481,202
conv1,1,7,0.9032258064516129,31,32,28
layer4,1,7,0.9873417721518988,474,481,468
conv1,1,8,1.0,28,35,28
layer4,1,8,1.0,458,487,458
conv1,1,9,0.9375,32,35,30
layer4,1,9,1.0,456,487,456
conv1,2,1,1.0,38,39,38
layer4,2,1,0.9950617283950617,452,405,403
conv1,2,2,1.0,38,39,38
layer4,2,2,1.0,404,454,404
conv1,2,3,1.0,38,39,38
layer4,2,3,1.0,368,454,368
conv1,2,4,1.0,38,39,38
layer4,2,4,0.9975609756097561,410,454,409
conv1,2,5,1.0,39,39,39
layer4,2,5,1.0,354,455,354
conv1,2,6,1.0,39,39,39
layer4,2,6,1.0,403,455,403
conv1,2,7,1.0,39,39,39
layer4,2,7,1.0,324,455,324
conv1,2,8,1.0,39,39,39
layer4,2,8,0.9948453608247423,388,455,386
conv1,2,9,1.0,39,39,39
layer4,2,9,1.0,327,457,327
conv1,3,1,1.0,40,40,40
layer4,3,1,0.9786096256684492,374,377,366
conv1,3,2,1.0,40,40,40
layer4,3,2,1.0,298,385,298
conv1,3,3,1.0,39,40,39
layer4,3,3,1.0,313,385,313
conv1,3,4,1.0,40,40,40
layer4,3,4,0.997134670487106,349,385,348
conv1,3,5,1.0,39,40,39
layer4,3,5,1.0,305,386,305
conv1,3,6,1.0,39,40,39
layer4,3,6,1.0,282,386,282
conv1,3,7,0.975,40,40,39
layer4,3,7,0.9943019943019943,351,386,349
conv1,3,8,1.0,40,41,40
layer4,3,8,1.0,247,388,247
conv1,3,9,1.0,40,41,40
layer4,3,9,0.9878048780487805,328,388,324
conv1,4,1,1.0,42,41,41
layer4,4,1,0.9939577039274925,331,349,329
conv1,4,2,1.0,42,42,42
layer4,4,2,0.991044776119403,335,351,332
conv1,4,3,1.0,41,42,41
layer4,4,3,0.9576271186440678,354,354,339
conv1,4,4,1.0,41,42,41
layer4,4,4,1.0,314,369,314
conv1,4,5,1.0,41,42,41
layer4,4,5,1.0,252,369,252
conv1,4,6,0.9761904761904762,42,42,41
layer4,4,6,1.0,284,369,284
conv1,4,7,1.0,42,43,42
layer4,4,7,0.9970674486803519,341,369,340
conv1,4,8,0.9767441860465116,43,43,42
layer4,4,8,1.0,280,370,280
conv1,4,9,1.0,43,44,43
layer4,4,9,1.0,267,370,267
conv1,0,1,1.0,7,1,1
layer4,0,1,1.0,1,1,1
conv1,0,2,0.8571428571428571,10,7,6
layer4,0,2,1.0,7,1,1
conv1,0,3,0.9,10,11,9
layer4,0,3,0.75,4,7,3
conv1,0,4,0.8,10,12,8
conv1,0,5,0.6,10,14,6
conv1,0,6,0.6666666666666666,21,18,12
conv1,0,7,0.7391304347826086,23,27,17
layer4,0,7,0.0,1,8,0
conv1,0,8,0.8148148148148148,27,33,22
layer4,0,8,0.5,2,9,1
conv1,0,9,0.8620689655172413,29,38,25
conv1,1,1,1.0,43,42,42
conv1,1,2,1.0,42,43,42
conv1,1,3,1.0,42,43,42
conv1,1,4,0.9767441860465116,44,43,42
conv1,1,5,1.0,43,45,43
conv1,1,6,1.0,44,45,44
conv1,1,7,1.0,44,45,44
conv1,1,8,1.0,44,45,44
conv1,1,9,1.0,44,45,44
conv1,2,1,1.0,45,46,45
conv1,2,2,1.0,45,46,45
conv1,2,3,1.0,45,46,45
conv1,2,4,1.0,45,46,45
conv1,2,5,1.0,45,46,45
conv1,2,6,1.0,45,46,45
conv1,2,7,1.0,45,46,45
conv1,2,8,1.0,45,46,45
conv1,2,9,1.0,45,46,45
conv1,3,1,1.0,46,46,46
conv1,3,2,1.0,46,46,46
conv1,3,3,1.0,46,46,46
conv1,3,4,1.0,46,46,46
conv1,3,5,1.0,46,46,46
conv1,3,6,1.0,46,46,46
conv1,3,7,1.0,46,46,46
conv1,3,8,1.0,46,46,46
conv1,3,9,1.0,46,46,46
conv1,4,0,1.0,47,46,46
conv1,4,1,1.0,46,47,46
layer4,4,1,0.9787234042553191,47,84,46
conv1,4,2,1.0,46,47,46
layer4,4,2,0.9705882352941176,34,85,33
conv1,4,3,0.9787234042553191,47,47,46
layer4,4,3,1.0,23,86,23
conv1,4,4,1.0,46,48,46
layer4,4,4,1.0,45,86,45
conv1,4,5,1.0,46,48,46
layer4,4,5,1.0,27,86,27
conv1,4,6,1.0,46,48,46
layer1,4,6,1.0,1,1,1
layer4,4,6,1.0,38,86,38
conv1,4,7,1.0,47,48,47
layer1,4,7,1.0,1,1,1
layer4,4,7,0.9714285714285714,35,86,34
conv1,4,8,1.0,47,48,47
layer1,4,8,1.0,1,1,1
layer4,4,8,0.9545454545454546,22,87,21
conv1,4,9,1.0,47,48,47
layer1,4,9,1.0,1,1,1
layer4,4,9,1.0,27,88,27
layer4,2,2,1.0,18,42,18
layer4,2,3,0.8648648648648649,37,42,32
layer4,2,4,1.0,6,47,6
layer4,2,6,1.0,12,47,12
layer4,2,8,1.0,4,47,4
layer4,2,9,1.0,17,47,17
layer4,3,1,0.9047619047619048,21,26,19
layer4,3,2,1.0,13,28,13
layer4,3,3,1.0,10,28,10
conv1,3,4,1.0,2,1,1
layer4,3,4,1.0,3,28,3
conv1,3,5,1.0,2,2,2
layer4,3,5,1.0,12,28,12
conv1,3,6,1.0,1,2,1
layer4,3,6,1.0,8,28,8
conv1,3,7,1.0,1,2,1
layer4,3,7,1.0,1,28,1
conv1,3,8,1.0,1,2,1
conv1,3,9,1.0,2,2,2
layer4,3,9,1.0,2,28,2
conv1,4,1,1.0,1,1,1
layer4,4,1,0.9545454545454546,22,27,21
conv1,4,2,1.0,1,1,1
layer4,4,2,0.9285714285714286,30,28,26
conv1,4,3,1.0,1,1,1
layer4,4,3,1.0,15,32,15
conv1,4,4,1.0,1,1,1
layer4,4,4,1.0,15,32,15
conv1,4,5,1.0,1,1,1
layer4,4,5,1.0,9,32,9
conv1,4,6,1.0,1,1,1
layer4,4,6,1.0,22,32,22
conv1,4,7,1.0,2,1,1
layer4,4,7,1.0,15,32,15
conv1,4,8,1.0,1,2,1
layer4,4,8,1.0,3,32,3
conv1,4,9,0.5,2,2,1
layer4,4,9,1.0,15,32,15
layer4,1,3,1.0,1,1,1
layer4,1,4,1.0,1,1,1
layer4,1,5,1.0,1,1,1
layer4,1,6,1.0,10,1,1
layer4,1,7,1.0,3,10,3
layer4,1,8,1.0,2,10,2
layer4,1,9,1.0,4,10,4
layer4,2,1,1.0,2,2,2
layer4,2,2,1.0,1,2,1
layer4,2,3,1.0,1,2,1
layer4,2,4,1.0,1,2,1
layer4,2,5,1.0,2,2,2
layer4,2,6,1.0,1,2,1
layer4,2,7,1.0,2,2,2
layer4,2,8,1.0,2,2,2
layer4,2,9,1.0,3,2,2
layer4,3,2,1.0,1,1,1
layer4,3,3,1.0,1,1,1
layer4,3,4,1.0,4,1,1
layer4,3,5,1.0,1,4,1
layer4,3,8,1.0,2,4,2
layer4,3,9,1.0,1,4,1
layer4,4,2,1.0,1,1,1
layer4,4,3,1.0,1,1,1
layer4,4,4,1.0,10,1,1
layer4,4,5,1.0,2,10,2
layer4,4,8,1.0,2,10,2
layer4,4,9,1.0,2,10,2
layer4,2,2,1.0,18,42,18
layer4,2,3,0.8648648648648649,37,42,32
layer4,2,4,1.0,6,47,6
layer4,2,6,1.0,12,47,12
layer4,2,8,1.0,4,47,4
layer4,2,9,1.0,17,47,17
layer4,3,1,0.9047619047619048,21,26,19
layer4,3,2,1.0,13,28,13
layer4,3,3,1.0,10,28,10
conv1,3,4,1.0,2,1,1
layer4,3,4,1.0,3,28,3
conv1,3,5,1.0,2,2,2
layer4,3,5,1.0,12,28,12
conv1,3,6,1.0,1,2,1
layer4,3,6,1.0,8,28,8
conv1,3,7,1.0,1,2,1
layer4,3,7,1.0,1,28,1
conv1,3,8,1.0,1,2,1
conv1,3,9,1.0,2,2,2
layer4,3,9,1.0,2,28,2
conv1,4,1,1.0,2,2,2
layer4,4,1,0.9230769230769231,32,26,24
conv1,4,2,1.0,2,2,2
layer4,4,2,0.875,32,34,28
conv1,4,3,1.0,2,2,2
layer4,4,3,1.0,18,38,18
conv1,4,4,1.0,2,2,2
layer4,4,4,1.0,14,38,14
conv1,4,5,1.0,2,2,2
layer4,4,5,1.0,10,38,10
conv1,4,6,1.0,2,2,2
layer4,4,6,1.0,19,38,19
conv1,4,7,1.0,2,2,2
layer4,4,7,1.0,14,38,14
conv1,4,8,1.0,2,2,2
layer4,4,8,1.0,2,38,2
conv1,4,9,1.0,2,2,2
layer4,4,9,1.0,8,38,8
layer4,1,3,1.0,1,1,1
layer4,1,4,1.0,1,1,1
layer4,1,5,1.0,1,1,1
layer4,1,6,1.0,10,1,1
layer4,1,7,1.0,3,10,3
layer4,1,8,1.0,2,10,2
layer4,1,9,1.0,4,10,4
layer4,2,1,1.0,2,2,2
layer4,2,2,1.0,1,2,1
layer4,2,3,1.0,1,2,1
layer4,2,4,1.0,1,2,1
layer4,2,5,1.0,2,2,2
layer4,2,6,1.0,1,2,1
layer4,2,7,1.0,2,2,2
layer4,2,8,1.0,2,2,2
layer4,2,9,1.0,3,2,2
layer4,3,2,1.0,1,1,1
layer4,3,3,1.0,1,1,1
layer4,3,4,1.0,4,1,1
layer4,3,5,1.0,1,4,1
layer4,3,8,1.0,2,4,2
layer4,3,9,1.0,1,4,1
layer4,4,2,1.0,1,1,1
layer4,4,3,1.0,1,1,1
layer4,4,4,1.0,10,1,1
layer4,4,5,1.0,2,10,2
layer4,4,8,1.0,2,10,2
layer4,4,9,1.0,2,10,2
layer4,0,2,0.6666666666666666,26,18,12
layer4,0,4,0.84375,102,32,27
layer4,0,6,1.0,5,107,5
layer4,0,7,1.0,1,107,1
conv1,1,1,1.0,1,1,1
layer4,1,1,0.9389312977099237,203,131,123
conv1,1,2,1.0,1,1,1
layer4,1,2,0.985781990521327,295,211,208
conv1,1,3,1.0,1,1,1
layer4,1,3,1.0,7,298,7
conv1,1,4,1.0,1,1,1
layer4,1,4,1.0,81,298,81
conv1,1,5,1.0,1,1,1
layer4,1,5,0.9377777777777778,225,298,211
conv1,1,6,1.0,1,1,1
layer4,1,6,0.9545454545454546,242,312,231
conv1,1,7,1.0,1,1,1
layer4,1,7,0.9722222222222222,252,323,245
conv1,1,8,1.0,1,1,1
layer4,1,8,1.0,47,330,47
conv1,1,9,1.0,2,1,1
layer4,1,9,1.0,22,330,22
conv1,2,1,1.0,2,1,1
layer4,2,1,0.9953488372093023,302,215,214
conv1,2,2,1.0,2,2,2
layer4,2,2,0.9911504424778761,226,303,224
conv1,2,3,1.0,2,2,2
layer4,2,3,0.9873417721518988,237,305,234
conv1,2,4,1.0,2,2,2
layer4,2,4,1.0,170,308,170
conv1,2,5,1.0,2,2,2
layer4,2,5,1.0,93,308,93
conv1,2,6,1.0,3,2,2
layer4,2,6,0.9957983193277311,238,308,237
conv1,2,7,1.0,2,3,2
layer4,2,7,1.0,115,309,115
conv1,2,8,1.0,2,3,2
layer4,2,8,0.9661654135338346,266,309,257
conv1,2,9,1.0,2,3,2
