model,num_tasks_seen,task,metric_type,accuracy
silu_0.3_ghada_sgd,2,avg,Class-IL,41.1
silu_0.3_ghada_sgd,2,avg,Task-IL,72.8
silu_0.3_ghada_sgd,3,0,Class-IL,0.0
silu_0.3_ghada_sgd,3,0,Task-IL,67.15
silu_0.3_ghada_sgd,3,1,Class-IL,0.0
silu_0.3_ghada_sgd,3,1,Task-IL,70.19999999999999
silu_0.3_ghada_sgd,3,2,Class-IL,89.75
silu_0.3_ghada_sgd,3,2,Task-IL,89.75
silu_0.3_ghada_sgd,3,avg,Class-IL,29.92
silu_0.3_ghada_sgd,3,avg,Task-IL,75.7
silu_0.3_ghada_sgd,4,0,Class-IL,0.0
silu_0.3_ghada_sgd,4,0,Task-IL,60.9
silu_0.3_ghada_sgd,4,1,Class-IL,0.0
silu_0.3_ghada_sgd,4,1,Task-IL,52.05
silu_0.3_ghada_sgd,4,2,Class-IL,0.0
silu_0.3_ghada_sgd,4,2,Task-IL,72.3
silu_0.3_ghada_sgd,4,3,Class-IL,95.6
silu_0.3_ghada_sgd,4,3,Task-IL,95.6
silu_0.3_ghada_sgd,4,avg,Class-IL,23.9
silu_0.3_ghada_sgd,4,avg,Task-IL,70.21
silu_0.3_ghada_sgd,5,0,Class-IL,0.0
silu_0.3_ghada_sgd,5,0,Task-IL,77.9
silu_0.3_ghada_sgd,5,1,Class-IL,0.0
silu_0.3_ghada_sgd,5,1,Task-IL,60.8
silu_0.3_ghada_sgd,5,2,Class-IL,0.0
silu_0.3_ghada_sgd,5,2,Task-IL,63.7
silu_0.3_ghada_sgd,5,3,Class-IL,0.0
silu_0.3_ghada_sgd,5,3,Task-IL,73.2
silu_0.3_ghada_sgd,5,4,Class-IL,95.39999999999999
silu_0.3_ghada_sgd,5,4,Task-IL,95.39999999999999
silu_0.3_ghada_sgd,5,avg,Class-IL,19.08
silu_0.3_ghada_sgd,5,avg,Task-IL,74.2
silu_0.2_ghada_adam,1,0,Class-IL,94.8
silu_0.2_ghada_adam,1,0,Task-IL,94.8
silu_0.2_ghada_adam,1,avg,Class-IL,94.8
silu_0.2_ghada_adam,1,avg,Task-IL,94.8
silu_0.2_ghada_adam,2,0,Class-IL,0.0
silu_0.2_ghada_adam,2,0,Task-IL,47.5
silu_0.2_ghada_adam,2,1,Class-IL,83.6
silu_0.2_ghada_adam,2,1,Task-IL,83.6
silu_0.2_ghada_adam,2,avg,Class-IL,41.8
silu_0.2_ghada_adam,2,avg,Task-IL,65.55
silu_0.2_ghada_adam,3,0,Class-IL,0.0
silu_0.2_ghada_adam,3,0,Task-IL,40.849999999999994
silu_0.2_ghada_adam,3,1,Class-IL,0.0
silu_0.2_ghada_adam,3,1,Task-IL,49.6
silu_0.2_ghada_adam,3,2,Class-IL,90.8
silu_0.2_ghada_adam,3,2,Task-IL,90.8
silu_0.2_ghada_adam,3,avg,Class-IL,30.27
silu_0.2_ghada_adam,3,avg,Task-IL,60.42
silu_0.2_ghada_adam,4,0,Class-IL,0.0
silu_0.2_ghada_adam,4,0,Task-IL,54.449999999999996
silu_0.2_ghada_adam,4,1,Class-IL,0.0
silu_0.2_ghada_adam,4,1,Task-IL,53.0
silu_0.2_ghada_adam,4,2,Class-IL,0.0
silu_0.2_ghada_adam,4,2,Task-IL,60.5
silu_0.2_ghada_adam,4,3,Class-IL,94.6
silu_0.2_ghada_adam,4,3,Task-IL,94.65
silu_0.2_ghada_adam,4,avg,Class-IL,23.65
silu_0.2_ghada_adam,4,avg,Task-IL,65.65
silu_0.2_ghada_adam,5,0,Class-IL,0.0
silu_0.2_ghada_adam,5,0,Task-IL,29.349999999999998
silu_0.2_ghada_adam,5,1,Class-IL,0.0
silu_0.2_ghada_adam,5,1,Task-IL,51.800000000000004
silu_0.2_ghada_adam,5,2,Class-IL,0.0
silu_0.2_ghada_adam,5,2,Task-IL,49.9
silu_0.2_ghada_adam,5,3,Class-IL,0.0
silu_0.2_ghada_adam,5,3,Task-IL,61.050000000000004
silu_0.2_ghada_adam,5,4,Class-IL,95.1
silu_0.2_ghada_adam,5,4,Task-IL,95.1
silu_0.2_ghada_adam,5,avg,Class-IL,19.02
silu_0.2_ghada_adam,5,avg,Task-IL,57.44
